ticker,DropDate,Close,PctChange,up_10.0%_from_drop_date,price_at_up,Days_to_be_up_10.0%_from_drop
AIG,2020-03-18,16.36,-33.1%,2020-03-24,19.97067642211914,6
AIG,2020-03-19,17.94,-29.92%,2020-03-24,19.97067642211914,5
AIG,2020-03-20,16.75,-31.91%,2020-03-24,19.97067642211914,4
AIG,2020-03-23,16.81,-30.33%,2020-03-24,19.97067642211914,1
AIG,2020-03-24,19.97,-23.24%,2020-03-25,22.400596618652344,1
AIV,2020-03-18,2.82,-20.29%,2020-03-27,3.16060209274292,9
AIV,2020-03-19,2.82,-22.99%,2020-03-27,3.16060209274292,8
AIV,2020-03-20,2.56,-29.4%,2020-03-26,2.9826033115386963,6
AIV,2020-03-23,2.29,-30.29%,2020-03-25,2.75671648979187,2
AIV,2020-03-24,2.38,-31.63%,2020-03-25,2.75671648979187,1
AIV,2020-03-25,2.76,-26.75%,2020-03-27,3.16060209274292,2
AIV,2020-03-26,2.98,-20.88%,2020-04-08,3.3015544414520264,13
AKAM,2025-02-27,77.87,-21.6%,2025-03-07,87.5199966430664,8
ALB,2025-04-10,54.06,-20.36%,2025-05-02,59.58583450317383,22
ALGN,2020-03-18,145.76,-22.69%,2020-03-24,165.27999877929688,6
ALGN,2020-03-19,142.23,-22.58%,2020-03-24,165.27999877929688,5
ALGN,2020-03-20,144.82,-25.35%,2020-03-24,165.27999877929688,4
ALGN,2020-03-23,137.72,-23.58%,2020-03-24,165.27999877929688,1
ALGN,2023-10-31,184.59,-25.1%,2023-11-15,205.05999755859375,15
ALGN,2023-11-01,183.21,-29.36%,2023-11-14,202.72000122070312,13
ALGN,2023-11-02,192.32,-24.69%,2023-11-20,215.24000549316406,18
ALK,2020-03-18,25.13,-27.24%,2020-03-24,28.90999984741211,6
ALK,2020-03-19,24.18,-29.47%,2020-03-24,28.90999984741211,5
ALK,2020-03-20,23.56,-33.91%,2020-03-24,28.90999984741211,4
ALK,2020-03-23,24.03,-34.64%,2020-03-24,28.90999984741211,1
ALK,2020-03-24,28.91,-31.55%,2020-03-26,32.4900016784668,2
ALK,2020-03-25,29.84,-20.03%,2020-04-29,34.0,35
AMAT,2020-03-18,37.21,-20.56%,2020-03-24,42.870975494384766,6
AMAT,2020-03-20,36.08,-21.03%,2020-03-24,42.870975494384766,4
AMCR,2020-03-16,4.69,-22.41%,2020-03-19,5.860325813293457,3
AMCR,2020-03-17,4.91,-27.28%,2020-03-19,5.860325813293457,2
AMCR,2020-03-18,5.04,-27.97%,2020-03-19,5.860325813293457,1
AMCR,2020-03-19,5.86,-21.6%,2020-03-30,6.530753135681152,11
AMP,2020-03-12,84.09,-21.57%,2020-03-13,103.12640380859375,1
AMP,2020-03-13,103.13,-21.81%,2020-05-08,114.29071044921875,56
AMP,2020-03-16,78.56,-20.31%,2020-03-17,89.11418151855469,1
AMP,2020-03-17,89.11,-21.0%,2020-03-26,100.8790054321289,9
AMTM,2024-11-19,21.94,-21.16%,2024-11-21,24.760000228881836,2
AMTM,2024-11-20,22.41,-25.04%,2024-11-21,24.760000228881836,1
APA,2020-03-10,9.49,-27.55%,2020-04-29,11.506328582763672,50
APA,2020-03-11,7.25,-41.39%,2020-04-22,8.305718421936035,42
APA,2020-03-12,6.82,-54.32%,2020-04-21,7.556262493133545,40
APA,2020-03-13,7.09,-63.19%,2020-04-22,8.305718421936035,40
APA,2020-03-16,4.8,-61.48%,2020-04-07,5.731808662414551,22
APA,2020-03-17,3.92,-62.44%,2020-03-19,4.351602077484131,2
APA,2020-03-18,3.9,-59.0%,2020-03-19,4.351602077484131,1
APA,2020-03-19,4.35,-52.01%,2020-03-24,4.905442714691162,5
APA,2020-03-20,4.25,-45.66%,2020-03-24,4.905442714691162,4
APA,2020-03-23,3.79,-43.0%,2020-03-24,4.905442714691162,1
APA,2020-03-24,4.91,-29.09%,2020-04-07,5.731808662414551,14
APA,2025-04-08,13.62,-21.09%,2025-04-09,16.21950912475586,1
APA,2025-04-09,16.22,-25.49%,2025-05-13,18.211881637573242,34
APA,2025-04-10,14.17,-26.04%,2025-04-17,15.637123107910156,7
APA,2025-04-11,14.6,-21.77%,2025-04-25,16.1302433013916,14
APTV,2020-03-17,48.31,-22.95%,2020-03-26,55.279998779296875,9
APTV,2020-03-18,33.55,-28.84%,2020-03-19,40.58000183105469,1
APTV,2020-03-19,40.58,-30.36%,2020-03-20,45.16999816894531,1
APTV,2020-03-20,45.17,-34.68%,2020-03-25,50.72999954223633,5
APTV,2020-03-23,46.5,-32.47%,2020-03-26,55.279998779296875,3
APTV,2020-03-24,49.52,-26.39%,2020-03-26,55.279998779296875,2
AVB,2020-03-20,107.76,-20.46%,2020-03-26,123.67716217041016,6
AVB,2020-03-23,99.13,-22.11%,2020-03-25,115.2605972290039,2
AVB,2020-03-24,104.36,-25.7%,2020-03-25,115.2605972290039,1
AVB,2020-03-25,115.26,-23.63%,2020-03-27,131.2176513671875,2
AVGO,2020-03-18,14.47,-22.47%,2020-03-19,16.760751724243164,1
AVGO,2020-03-19,16.76,-20.98%,2020-03-24,18.650712966918945,5
AVGO,2020-03-20,16.85,-21.88%,2020-03-24,18.650712966918945,4
AXON,2025-02-25,496.65,-22.04%,2025-02-26,572.4000244140625,1
AXON,2025-02-26,572.4,-20.89%,2025-05-08,686.8300170898438,71
AZO,2020-03-20,728.13,-22.7%,2020-03-24,808.4299926757812,4
AZO,2020-03-23,723.22,-21.23%,2020-03-24,808.4299926757812,1
BA,2020-03-12,154.84,-23.34%,2020-03-26,180.5500030517578,14
BA,2020-03-13,170.2,-29.32%,2020-06-05,205.42999267578125,84
BA,2020-03-16,129.61,-33.41%,2020-03-25,158.72999572753906,9
BA,2020-03-17,124.14,-39.25%,2020-03-25,158.72999572753906,8
BA,2020-03-18,101.89,-41.82%,2020-03-24,127.68000030517578,6
BA,2020-03-19,97.71,-41.42%,2020-03-24,127.68000030517578,5
BA,2020-03-20,95.01,-43.6%,2020-03-23,105.62000274658203,3
BA,2020-03-23,105.62,-40.05%,2020-03-24,127.68000030517578,1
BA,2020-03-24,127.68,-31.25%,2020-03-25,158.72999572753906,1
BALL,2022-08-10,54.91,-21.87%,2024-02-14,60.54273986816406,553
BAX,2025-08-06,22.34,-22.25%,2025-08-29,24.690000534057617,23
BIIB,2020-11-13,248.59,-20.05%,2021-01-14,280.2900085449219,62
BKR,2020-03-12,9.14,-21.75%,2020-03-13,10.879252433776855,1
BKR,2020-03-13,10.88,-25.73%,2020-04-28,12.135536193847656,46
BKR,2020-03-16,9.92,-22.48%,2020-04-08,11.024535179138184,23
BKR,2020-03-17,9.61,-22.96%,2020-03-26,10.597230911254883,9
BKR,2020-03-18,8.29,-22.25%,2020-03-24,9.614422798156738,6
BXP,2020-03-19,64.15,-20.24%,2020-04-08,75.68718719482422,20
BXP,2020-03-20,61.47,-24.0%,2020-03-25,68.11235809326172,5
BXP,2020-03-23,58.42,-23.88%,2020-03-24,65.6610107421875,1
BXP,2020-03-24,65.66,-23.82%,2020-04-08,75.68718719482422,15
C,2020-03-13,41.56,-22.4%,2020-06-04,45.79014587402344,83
C,2020-03-16,33.54,-21.62%,2020-03-26,37.468666076660156,10
C,2020-03-17,32.77,-24.27%,2020-03-26,37.468666076660156,9
C,2020-03-18,29.66,-24.9%,2020-03-24,33.104637145996094,6
C,2020-03-19,32.27,-20.49%,2020-03-26,37.468666076660156,7
C,2020-03-20,30.99,-22.41%,2020-03-26,37.468666076660156,6
C,2020-03-23,28.81,-21.54%,2020-03-24,33.104637145996094,1
CB,2020-03-18,90.69,-20.88%,2020-03-26,99.98836517333984,8
CB,2020-03-19,90.2,-20.16%,2020-03-26,99.98836517333984,7
CB,2020-03-20,92.98,-20.35%,2020-03-30,104.40095520019531,10
CBOE,2020-03-18,70.23,-22.5%,2020-03-26,84.08816528320312,8
CBOE,2020-03-19,76.76,-21.23%,2020-03-30,86.13436126708984,11
CBOE,2020-03-20,73.78,-20.8%,2020-03-26,84.08816528320312,6
CBRE,2020-03-17,36.28,-20.94%,2020-03-26,40.650001525878906,9
CBRE,2020-03-18,35.52,-23.48%,2020-03-19,39.439998626708984,1
CBRE,2020-03-19,39.44,-21.77%,2020-04-08,45.2599983215332,20
CBRE,2020-03-20,34.26,-24.13%,2020-03-26,40.650001525878906,6
CBRE,2020-03-23,29.83,-24.3%,2020-03-24,33.86000061035156,1
CCL,2020-03-11,21.75,-24.67%,2020-06-08,24.90999984741211,89
CCL,2020-03-12,14.97,-30.91%,2020-03-13,17.579999923706055,1
CCL,2020-03-13,17.58,-34.33%,2020-06-05,21.510000228881836,84
CCL,2020-03-16,14.57,-34.14%,2020-03-26,17.81999969482422,10
CCL,2020-03-17,12.71,-38.77%,2020-03-25,15.550000190734863,8
CCL,2020-03-18,9.3,-43.58%,2020-03-20,12.0,2
CCL,2020-03-19,10.0,-41.48%,2020-03-20,12.0,1
CCL,2020-03-20,12.0,-41.46%,2020-03-24,13.680000305175781,4
CCL,2020-03-23,12.0,-39.7%,2020-03-24,13.680000305175781,1
CCL,2020-03-24,13.68,-30.15%,2020-03-25,15.550000190734863,1
CCL,2020-04-03,8.49,-30.26%,2020-04-06,10.210000038146973,3
CCL,2020-04-06,10.21,-34.5%,2020-04-07,11.300000190734863,1
CCL,2020-04-07,11.3,-36.58%,2020-04-14,12.510000228881836,7
CCL,2020-04-08,11.99,-25.43%,2020-04-28,14.460000038146973,20
CCL,2022-06-15,9.84,-23.33%,2022-06-24,10.850000381469727,9
CCL,2022-06-16,8.75,-25.15%,2022-06-23,9.649999618530273,7
CCL,2022-06-17,9.6,-24.53%,2022-06-24,10.850000381469727,7
CCL,2022-06-21,9.57,-20.4%,2022-06-24,10.850000381469727,3
CCL,2022-10-06,6.98,-21.73%,2022-10-18,8.079999923706055,12
CF,2020-03-12,21.36,-20.25%,2020-03-13,24.209205627441406,1
CF,2020-03-13,24.21,-25.06%,2020-04-09,27.121660232543945,27
CF,2020-03-16,20.99,-26.09%,2020-03-25,23.63197135925293,9
CF,2020-03-17,21.12,-26.72%,2020-03-25,23.63197135925293,8
CF,2020-03-18,18.49,-26.46%,2020-03-24,22.407514572143555,6
CF,2020-03-19,20.1,-20.83%,2020-03-24,22.407514572143555,5
CFG,2020-03-12,16.53,-23.41%,2020-03-13,18.40946388244629,1
CFG,2020-03-13,18.41,-24.37%,2020-05-27,20.2951717376709,75
CFG,2020-03-16,14.4,-21.76%,2020-03-26,16.121896743774414,10
CFG,2020-03-17,14.87,-23.08%,2020-04-09,17.20343780517578,23
CFG,2020-03-18,11.92,-24.3%,2020-03-19,13.515318870544434,1
CFG,2020-03-19,13.52,-22.17%,2020-03-26,16.121896743774414,7
CFG,2020-03-20,13.63,-24.56%,2020-03-26,16.121896743774414,6
CFG,2020-03-23,12.35,-24.05%,2020-03-24,13.84989070892334,1
CFG,2020-03-24,13.85,-20.77%,2020-03-26,16.121896743774414,2
CHTR,2024-02-08,282.6,-21.64%,2024-07-12,311.0400085449219,155
CHTR,2024-02-09,291.15,-20.69%,2024-07-15,324.5899963378906,157
CINF,2020-05-06,46.02,-21.56%,2020-05-26,51.325904846191406,20
CINF,2020-05-07,47.66,-21.8%,2020-05-27,53.197330474853516,20
CMA,2020-03-11,28.5,-21.53%,2020-06-04,32.7327995300293,85
CMA,2020-03-12,26.67,-23.89%,2020-03-13,29.50529670715332,1
CMA,2020-03-13,29.51,-23.68%,2020-06-04,32.7327995300293,83
CMA,2023-03-14,38.08,-20.13%,2023-03-21,42.56733703613281,7
CMA,2023-03-15,39.24,-25.71%,2023-07-18,44.49909973144531,125
CMA,2023-03-16,41.67,-28.34%,2023-07-19,46.047367095947266,125
CMA,2023-03-17,38.16,-30.47%,2023-03-21,42.56733703613281,4
CMA,2023-03-20,39.01,-23.31%,2023-07-13,43.07541275024414,115
CME,2020-03-18,115.53,-22.16%,2020-03-20,128.00328063964844,2
CME,2020-03-19,125.43,-20.07%,2020-03-26,141.27952575683594,7
CNC,2025-07-07,33.05,-21.4%,2025-10-02,36.81999969482422,87
CNC,2025-07-08,32.6,-29.7%,2025-10-02,36.81999969482422,86
CNC,2025-07-09,33.09,-39.03%,2025-10-02,36.81999969482422,85
CNC,2025-07-10,32.52,-34.76%,2025-10-02,36.81999969482422,84
CNC,2025-07-11,31.44,-29.87%,2025-09-24,34.650001525878906,75
CNC,2025-07-14,30.64,-24.06%,2025-09-11,34.08000183105469,59
CNP,2020-03-12,12.85,-21.95%,2020-04-08,14.536431312561035,27
CNP,2020-03-13,13.44,-26.17%,2020-04-09,15.392023086547852,27
CNP,2020-03-16,10.79,-27.39%,2020-03-17,12.661042213439941,1
CNP,2020-03-17,12.66,-28.22%,2020-03-27,14.087027549743652,10
CNP,2020-03-18,10.78,-29.0%,2020-03-25,13.075874328613281,7
CNP,2020-03-19,10.57,-25.81%,2020-03-24,11.779523849487305,5
CNP,2020-03-20,10.79,-24.18%,2020-03-25,13.075874328613281,5
COF,2020-03-17,49.01,-22.26%,2020-04-09,54.63990020751953,23
COF,2020-03-18,40.27,-25.65%,2020-03-24,46.27711486816406,6
COF,2020-03-19,42.05,-26.03%,2020-03-24,46.27711486816406,5
COF,2020-03-20,40.91,-31.83%,2020-03-24,46.27711486816406,4
COF,2020-03-23,38.97,-32.0%,2020-03-24,46.27711486816406,1
COF,2020-03-24,46.28,-27.71%,2020-03-26,52.603736877441406,2
COP,2020-03-12,23.02,-27.94%,2020-03-13,25.61166000366211,1
COP,2020-03-13,25.61,-32.83%,2020-04-08,29.121217727661133,26
COP,2020-03-16,21.29,-31.85%,2020-03-24,25.08930015563965,8
COP,2020-03-17,21.42,-31.66%,2020-03-24,25.08930015563965,7
COP,2020-03-18,18.5,-30.82%,2020-03-19,20.88597869873047,1
COP,2020-03-19,20.89,-24.61%,2020-03-24,25.08930015563965,5
COP,2020-03-20,21.91,-20.9%,2020-03-24,25.08930015563965,4
COTY,2020-03-17,5.45,-22.43%,2020-03-26,6.679999828338623,9
COTY,2020-03-18,3.74,-28.18%,2020-03-20,4.480000019073486,2
COTY,2020-03-19,4.02,-29.25%,2020-03-20,4.480000019073486,1
COTY,2020-03-20,4.48,-36.52%,2020-03-23,5.150000095367432,3
COTY,2020-03-23,5.15,-35.55%,2020-03-26,6.679999828338623,3
COTY,2020-03-24,5.1,-31.6%,2020-03-26,6.679999828338623,2
COTY,2020-05-15,3.29,-24.08%,2020-05-22,3.75,7
COTY,2020-05-18,3.42,-27.85%,2020-05-26,4.28000020980835,8
COTY,2020-05-19,3.25,-29.63%,2020-05-22,3.75,3
COTY,2020-05-20,3.28,-27.51%,2020-05-22,3.75,2
COTY,2020-05-21,3.33,-22.32%,2020-05-22,3.75,1
CPRI,2020-03-12,14.34,-21.72%,2020-04-29,16.559999465942383,48
CPRI,2020-03-13,13.93,-27.28%,2020-04-29,16.559999465942383,47
CPRI,2020-03-16,9.66,-33.1%,2020-03-24,11.109999656677246,8
CPRI,2020-03-17,8.15,-42.31%,2020-03-19,10.020000457763672,2
CPRI,2020-03-18,7.52,-49.53%,2020-03-19,10.020000457763672,1
CPRI,2020-03-19,10.02,-49.29%,2020-03-24,11.109999656677246,5
CPRI,2020-03-20,9.87,-48.72%,2020-03-24,11.109999656677246,4
CPRI,2020-03-23,9.22,-42.32%,2020-03-24,11.109999656677246,1
CPRI,2020-03-24,11.11,-26.45%,2020-03-25,12.890000343322754,1
CPRI,2020-04-06,10.74,-21.97%,2020-04-07,12.789999961853027,1
CRL,2025-04-16,104.25,-23.44%,2025-04-24,115.76000213623047,8
CRWD,2024-07-24,258.14,-21.93%,2024-09-20,299.8500061035156,58
CRWD,2024-07-25,254.15,-25.65%,2024-09-20,299.8500061035156,57
CRWD,2024-07-26,256.16,-25.62%,2024-09-20,299.8500061035156,56
CRWD,2024-07-29,258.81,-20.77%,2024-09-20,299.8500061035156,53
CTAS,2020-03-20,41.48,-23.51%,2020-04-09,47.07857894897461,20
CTAS,2020-03-23,37.21,-24.22%,2020-03-24,41.170658111572266,1
CTAS,2020-03-24,41.17,-23.37%,2020-03-25,45.560150146484375,1
CVX,2020-03-20,46.49,-23.54%,2020-03-24,52.09444808959961,4
CVX,2020-03-23,42.44,-25.33%,2020-03-24,52.09444808959961,1
CVX,2020-03-24,52.09,-23.62%,2020-03-26,59.78922653198242,2
CZR,2022-05-12,49.83,-21.04%,2022-05-13,54.9900016784668,1
DAL,2020-03-17,30.97,-20.18%,2020-06-08,36.07579803466797,83
DAL,2020-03-18,22.92,-26.71%,2020-03-24,26.239599227905273,6
DAL,2020-03-19,20.99,-28.57%,2020-03-24,26.239599227905273,5
DAL,2020-03-20,20.83,-34.28%,2020-03-24,26.239599227905273,4
DAL,2020-03-23,21.68,-38.62%,2020-03-24,26.239599227905273,1
DAL,2020-03-24,26.24,-36.66%,2020-03-25,30.3477725982666,1
DAL,2020-03-25,30.35,-24.55%,2020-06-08,36.07579803466797,75
DAL,2020-04-07,21.71,-24.04%,2020-04-14,23.946443557739258,7
DAL,2020-04-08,22.67,-20.63%,2020-04-29,26.659204483032227,21
DD,2025-04-10,57.01,-20.45%,2025-04-24,65.31065368652344,14
DG,2023-06-07,148.25,-21.81%,2023-06-22,164.14749145507812,15
DG,2024-09-04,78.97,-26.5%,2025-03-31,86.92300415039062,208
DG,2024-09-05,78.32,-33.52%,2025-03-27,86.53746795654297,203
DG,2024-09-06,80.43,-29.28%,2025-04-02,89.16700744628906,208
DG,2024-09-09,78.87,-24.33%,2025-03-31,86.92300415039062,203
DHI,2020-03-13,37.17,-20.05%,2020-04-28,44.38484573364258,46
DHI,2020-03-16,29.65,-24.86%,2020-03-25,35.021751403808594,9
DHI,2020-03-17,29.54,-30.89%,2020-03-25,35.021751403808594,8
DHI,2020-03-18,27.22,-33.96%,2020-03-24,31.106285095214844,6
DHI,2020-03-19,28.38,-32.98%,2020-03-25,35.021751403808594,6
DHI,2020-03-20,29.68,-31.88%,2020-03-25,35.021751403808594,5
DHI,2020-03-23,27.96,-26.89%,2020-03-24,31.106285095214844,1
DLTR,2024-09-05,68.47,-20.44%,2024-09-18,75.66999816894531,13
DLTR,2024-09-06,66.5,-22.11%,2024-09-17,73.5,11
DLTR,2024-09-09,67.42,-23.72%,2024-09-18,75.66999816894531,9
DLTR,2024-09-10,65.39,-24.83%,2024-09-17,73.5,7
DOV,2020-03-20,61.35,-21.94%,2020-03-24,69.33992767333984,4
DOV,2020-03-23,60.65,-21.2%,2020-03-24,69.33992767333984,1
DOW,2020-03-12,17.49,-25.36%,2020-03-17,19.650379180908203,5
DOW,2020-03-13,18.98,-31.38%,2020-03-24,21.031818389892578,11
DOW,2020-03-16,16.25,-31.93%,2020-03-17,19.650379180908203,1
DOW,2020-03-17,19.65,-31.14%,2020-03-25,22.44280242919922,8
DOW,2020-03-18,19.53,-26.39%,2020-03-25,22.44280242919922,7
DRI,2020-03-12,50.79,-20.45%,2020-03-13,56.0680046081543,1
DRI,2020-03-13,56.07,-23.76%,2020-04-27,62.14518737792969,45
DRI,2020-03-16,42.24,-26.45%,2020-03-25,50.17108154296875,9
DRI,2020-03-17,35.99,-33.71%,2020-03-24,46.25696563720703,7
DRI,2020-03-18,29.32,-38.53%,2020-03-19,36.41158676147461,1
DRI,2020-03-19,36.41,-38.28%,2020-03-24,46.25696563720703,5
DRI,2020-03-20,33.48,-41.72%,2020-03-24,46.25696563720703,4
DRI,2020-03-23,35.22,-39.19%,2020-03-24,46.25696563720703,1
DRI,2020-03-24,46.26,-26.36%,2020-03-26,51.98221206665039,2
DVA,2022-11-03,68.54,-25.83%,2023-01-04,77.1500015258789,62
DVA,2022-11-04,70.38,-22.69%,2023-01-05,78.5,62
DVN,2020-02-27,11.46,-20.18%,2020-12-04,12.895261764526367,281
DVN,2020-02-28,11.87,-22.77%,2021-01-05,13.483272552490234,312
DVN,2020-03-02,11.93,-22.82%,2021-01-05,13.483272552490234,309
DVN,2020-03-03,11.55,-21.47%,2020-12-04,12.895261764526367,276
DVN,2020-03-10,6.59,-22.01%,2020-04-23,7.8125834465026855,44
DVN,2020-03-11,6.15,-31.34%,2020-04-08,6.955193996429443,28
DVN,2020-03-12,5.37,-42.26%,2020-03-13,6.430413722991943,1
DVN,2020-03-13,6.43,-46.02%,2020-04-09,7.147368907928467,27
DVN,2020-03-16,5.6,-40.9%,2020-04-03,6.193893909454346,18
DVN,2020-03-17,4.77,-38.48%,2020-03-24,5.476938724517822,7
DVN,2020-03-18,4.0,-35.05%,2020-03-19,4.841289043426514,1
DVN,2020-03-19,4.84,-24.6%,2020-03-24,5.476938724517822,5
DVN,2020-03-20,4.49,-22.69%,2020-03-24,5.476938724517822,4
DVN,2020-03-23,4.57,-24.76%,2020-03-24,5.476938724517822,1
DVN,2025-04-09,30.64,-20.15%,2025-05-13,33.815250396728516,34
DVN,2025-04-10,27.37,-21.48%,2025-04-22,30.768030166625977,12
DXC,2020-03-10,16.11,-21.71%,2020-04-28,17.979999542236328,49
DXC,2020-03-11,16.11,-24.79%,2020-04-28,17.979999542236328,48
DXC,2020-03-12,13.17,-27.93%,2020-03-13,14.846697807312012,1
DXC,2020-03-13,14.85,-28.15%,2020-04-27,16.8700008392334,45
DXC,2020-03-16,10.64,-27.12%,2020-03-19,12.228423118591309,3
DXC,2020-03-17,9.81,-29.48%,2020-03-19,12.228423118591309,2
DXC,2020-03-18,9.13,-32.86%,2020-03-19,12.228423118591309,1
DXC,2020-03-19,12.23,-28.64%,2020-03-24,14.989999771118164,5
DXC,2020-03-20,11.44,-29.54%,2020-03-24,14.989999771118164,4
DXC,2020-03-23,10.63,-24.89%,2020-03-24,14.989999771118164,1
DXC,2023-08-08,20.04,-24.76%,2023-10-10,22.200000762939453,63
DXC,2023-08-09,20.08,-29.11%,2023-10-10,22.200000762939453,62
DXC,2023-08-10,20.26,-23.32%,2023-10-11,22.440000534057617,62
DXCM,2024-07-30,69.7,-24.93%,2024-08-19,77.69000244140625,20
DXCM,2024-07-31,67.82,-32.47%,2024-08-06,75.25,6
DXCM,2024-08-01,70.32,-38.89%,2024-08-19,77.69000244140625,18
DXCM,2024-08-02,72.3,-31.51%,2024-12-03,80.91000366210938,123
DXCM,2024-08-05,72.43,-23.92%,2024-12-03,80.91000366210938,120
EIX,2020-03-17,39.93,-20.9%,2020-03-26,44.88637161254883,9
EIX,2020-03-18,38.13,-21.67%,2020-03-26,44.88637161254883,8
EL,2024-11-06,62.12,-24.83%,2024-11-22,68.64926147460938,16
EL,2024-11-07,65.1,-21.94%,2024-11-25,71.63359069824219,18
EL,2025-02-10,67.77,-20.03%,2025-06-20,74.90311431884766,130
EMN,2020-03-13,38.42,-21.53%,2020-04-07,43.86286163330078,25
EMN,2020-03-16,33.19,-21.3%,2020-03-25,38.64444351196289,9
EMN,2020-03-17,33.82,-22.39%,2020-03-25,38.64444351196289,8
EMN,2020-03-18,32.04,-21.02%,2020-03-25,38.64444351196289,7
EMR,2020-03-13,44.51,-21.85%,2020-04-27,49.545379638671875,45
ENPH,2023-05-01,160.59,-22.37%,2023-06-01,181.47000122070312,31
ENPH,2023-05-02,152.88,-27.93%,2023-05-15,168.7100067138672,13
ENPH,2023-05-03,155.42,-24.6%,2023-05-30,174.1199951171875,27
ENPH,2023-05-04,155.42,-20.9%,2023-05-30,174.1199951171875,26
ENPH,2023-10-25,94.35,-20.41%,2023-12-01,106.5199966430664,37
ENPH,2023-10-26,96.18,-22.48%,2023-12-01,106.5199966430664,36
ENPH,2023-10-27,82.09,-22.06%,2023-11-14,91.38999938964844,18
ENPH,2023-10-30,78.66,-20.92%,2023-11-14,91.38999938964844,15
ENPH,2024-11-12,60.09,-20.96%,2024-11-22,66.29000091552734,10
ENPH,2024-11-13,60.39,-22.96%,2024-11-25,71.91000366210938,12
ENPH,2024-11-14,63.56,-22.77%,2024-11-25,71.91000366210938,11
ENPH,2024-11-15,59.52,-21.37%,2024-11-22,66.29000091552734,7
ENPH,2025-05-29,39.24,-20.05%,2025-06-03,43.75,5
ENPH,2025-06-24,38.38,-20.52%,2025-06-26,43.0,2
EOG,2020-03-11,30.01,-24.76%,2020-04-08,34.97239685058594,28
EOG,2020-03-12,25.1,-34.54%,2020-03-24,30.733091354370117,12
EOG,2020-03-13,26.87,-39.53%,2020-03-24,30.733091354370117,11
EOG,2020-03-16,24.02,-36.41%,2020-03-20,26.941638946533203,4
EOG,2020-03-17,23.85,-35.44%,2020-03-20,26.941638946533203,3
